character,dialog,movie
Denethor,And I shall not forget it! nor fail to reward that which is given. Fealty with love. Valour with honour. Disloyalty with vengeance. I do not think we should so lightly abandon the outer defences. Defences that your brother long held intact.,The_Return_of_the_King
Faramir,What would you have me do?,The_Return_of_the_King
Denethor,I will not yield the River and Pellenor unfought. Osgiliath must be retaken.,The_Return_of_the_King
Faramir,My lord Osgiliath is over run.,The_Return_of_the_King
Denethor,Much must be risked in war. Is there a Captain here who still has the courage to do his lord's will?,The_Return_of_the_King
Faramir,You wish now that our places had been exchanged. That I had died and Boromir had lived.,The_Return_of_the_King
Denethor,"Yes, I wish that.",The_Return_of_the_King
Gamling,To few have come. We cannot defeat the armies of Mordor.,The_Return_of_the_King
Theoden,"No, we cannot. But we will meet them in battle nonetheless. I have left instruction. The people are to follow your rule in my stead. Take up my seat in the Golden Hall. Long may you defend Edoras, if the battle goes ill.",The_Return_of_the_King
Eowyn,What other duty would you have me do my lord?,The_Return_of_the_King
Theoden,"Duty? no. I would have you smile again, not grieve for those whose time has come. You shall live to see these days renewed ' and no more despair.",The_Return_of_the_King
Faramir,"Since you are robbed of Boromir I will do what I can in his stead. If I should return, think better of me father.",The_Return_of_the_King
Denethor,That will depend on the manner of your return.,The_Return_of_the_King
Gollum,Ech!,The_Return_of_the_King
Sam,What are you up to? Sneaking off are we?,The_Return_of_the_King
Gollum,"Sneaking? Sneaking? Fat Hobbit is always so polite. Smeagol shows them secret ways that nobody else could find and they say 'sneak! Sneak? Very nice friend, oh yes my precious very nice very nice!",The_Return_of_the_King
Sam,Alright! Alright! You just startled me is all. What were you doing?,The_Return_of_the_King
Gollum,Sneaking.,The_Return_of_the_King
Sam,"Fine, have it your own way. I'm sorry to wake you Mr. Frodo but we have to be moving on.",The_Return_of_the_King
Frodo,It's dark still.,The_Return_of_the_King
Sam,It's always dark here. It's gone! The elven bread!,The_Return_of_the_King
Frodo,What? That's all we have left!,The_Return_of_the_King
Madril,We can't hold them. The city is lost.,The_Return_of_the_King
Faramir,Tell the men to break cover. We ride for Minas Tirith.,The_Return_of_the_King
Damrod,Nazg'l!,The_Return_of_the_King
Faramir,Take cover! Nazgul! Fall back. Fall back to Minas Tirith!,The_Return_of_the_King
Sam,He took it. He must have.,The_Return_of_the_King
Gollum,"Smeagol? No, no, not poor Smeagol. Smeagol hates nasty elf bread.",The_Return_of_the_King
Sam,You're a lying rat! What did you do with it?,The_Return_of_the_King
Frodo,He doesn't eat it. He can't have taken it.,The_Return_of_the_King
Gollum,"Look, what's this? Crumbs on his jacketses. He took it! He took it! I've seen him, he's always stuffing his face when master's not looking.",The_Return_of_the_King
Sam,"That's a filthy lie! You stinking, two faced sneak!",The_Return_of_the_King
Frodo,Sam!,The_Return_of_the_King
Sam,Call me',The_Return_of_the_King
Frodo,Stop it!,The_Return_of_the_King
Sam,I'll kill him!,The_Return_of_the_King
Frodo,"Sam, no!",The_Return_of_the_King
Sam,"Oh my! I'm sorry. I didn't mean it to go so far. I was just so, so angry! Here just' let's just rest a bit.",The_Return_of_the_King
Frodo,I'm all right.,The_Return_of_the_King
Sam,"No. No you're not all right, you're exhausted. It's that Gollum. It's this place. It's that thing around your neck. I could help a bit. I could carry it for a while, carry it for a while I could carry it' I could carry it' Share the load' share the load' share the load.",The_Return_of_the_King
Frodo,Get away!,The_Return_of_the_King
Faramir,Fall back! Retreat! Retreat! Run for your lives!,The_Return_of_the_King
Gothmog,The age of men is over. The time of the Orc has come.,The_Return_of_the_King
Soldiers,Keep going. It's the Nazgul. Take cover my lord. It's coming.,The_Return_of_the_King
Soldiers_In_Minas_Tirith,Its Mithrandir! The White Rider!,The_Return_of_the_King
Soldier,Pull!,The_Return_of_the_King
Faramir,Mithrandir! They broke through our defences. They've taken the bridge and the West bank. Battalions of Orcs are crossing the river.,The_Return_of_the_King
Irolas,It is as the Lord Denethor predicted! Long has he foreseen this doom!,The_Return_of_the_King
Gandalf,Foreseen and done nothing! Faramir? This is not the first Halfling to have crossed your path.,The_Return_of_the_King
Faramir,No.,The_Return_of_the_King
Pippin,You've seen Frodo and Sam?,The_Return_of_the_King
Gandalf,Where? When?,The_Return_of_the_King
Sam,I don't want to keep it. I just want to help.,The_Return_of_the_King
Gollum,See? See? He wants it for himself.,The_Return_of_the_King
Sam,Shut up you! Go away! Get out of here!,The_Return_of_the_King
Frodo,No Sam! It's you! I'm sorry Sam.,The_Return_of_the_King
Sam,But he's a liar! He's poisoned you against me.,The_Return_of_the_King
Frodo,You can't help me any more.,The_Return_of_the_King
Sam,You don't mean that.,The_Return_of_the_King
Frodo,Go home.,The_Return_of_the_King
Gandalf,Faramir! Faramir! Your father's will has turned to madness. Do not throw away your life so rashly.,The_Return_of_the_King
Faramir,"Where does my allegiance lie if not here? This is the city of the men of N'menor. I will gladly give my life to defend her beauty, her memory, her wisdom.",The_Return_of_the_King
Gandalf,Your father loves you Faramir. He will remember it before the end.,The_Return_of_the_King
Denethor,Can you sing Master Hobbit?,The_Return_of_the_King
Pippin,"Well, yes. at least well enough for my own people. but we have no songs for great halls and evil times.",The_Return_of_the_King
Gandalf,"Sauron's wrath will be terrible, his retribution swift. The battle for Helm's Deep is over. The battle for Middle-earth is about to begin. (looking back out to Mordor) All our hopes now lie with two little Hobbits...",The_Two_Towers
Faramir,"In Ithilien. Not two days ago. Gandalf, they're taking the road to the Morgul vale.",The_Return_of_the_King
Gandalf,And then the pass of Cirith Ungol.,The_Return_of_the_King
Pippin,What does that mean? What's wrong? He looks at Gandalf.,The_Return_of_the_King
Gandalf,Faramir tell me everything. Tell me all you know.,The_Return_of_the_King
Denethor,This is how you would serve your city? You would risk its utter ruin?,The_Return_of_the_King
Faramir,I did what I judged to be right.,The_Return_of_the_King
Denethor,"What you judged to be right! You sent the Ring of power into Mordor in the hands of a witless Halfling! It should have been brought back to the citadel to be kept safe. Hidden. Dark and deep in the vaults' not to be used. unless, at the uttermost end of need.",The_Return_of_the_King
Faramir,I would not use the Ring. Not if Minas Tirith were falling in ruin and I alone could save her.,The_Return_of_the_King
Denethor,Ever you desire to appear lordly and gracious as a King of old. Boromir would have remembered his father's need. He would have brought me a kingly gift.,The_Return_of_the_King
Faramir,Boromir would not have brought the Ring. He would have stretched out his hand to this thing and taking it he would have fallen.,The_Return_of_the_King
Denethor,"And why should your songs be unfit for my halls? Come, sing me a song.",The_Return_of_the_King
Pippin,"Home is behind, The world ahead, And there are many paths to tread, Through shadow, to the edge of night Until the stars are all alight., Mist and shadow cloud and shade, All shall fade, All shall 'fade.",The_Return_of_the_King
Orcs,"March, march! March, march march!",The_Return_of_the_King
Gandalf_Voice-over,. . . somewhere in the wilderness.,The_Two_Towers
Sam,I wonder if we'll ever be put into songs or tales.,The_Two_Towers
Frodo,What?,The_Two_Towers
Sam,"I wonder if people will ever say ""Let's hear about Frodo and the Ring."" And they'll say ""Yes! That's one of my favourite stories."" ""Frodo was really courageous wasn't he Dad? "" ""Yes my boy. The most famousest of Hobbits. And that's saying a lot.""",The_Two_Towers
Frodo,"Well, you've left out one of the chief characters: ""Samwise the Brave."" I want to hear more about Sam. Frodo wouldn't have got far without Sam.",The_Two_Towers
Sam,"Now, Mr. Frodo, you shouldn't make fun. I was being serious.",The_Two_Towers
Frodo,So was l.,The_Two_Towers
Sam,"""Samwise the Brave.""",The_Two_Towers
Frodo,Smeagol?,The_Two_Towers
Sam,We're not going to wait for you. Come on.,The_Two_Towers
Smeagol,Master. Master looks after us. Master wouldn't hurt us.,The_Two_Towers
Gollum,Master broke his promise.,The_Two_Towers
Smeagol,"Don't ask Smeagol. Poor, poor Smeagol.",The_Two_Towers
Gollum,Master betrayed us. Wicked. Tricksy. False. We ought to wring his filthy little neck. Kill him! Kill him! Kill them both! nd then we take the precious. . . . . . and we be the master!,The_Two_Towers
Denethor,You know nothing of this matter!,The_Return_of_the_King
Faramir,He would have kept it for his own. And when he returned you would not have known your son.,The_Return_of_the_King
Denethor,Boromir was loyal to me! Not some wizard's pupil.,The_Return_of_the_King
Faramir,Father?,The_Return_of_the_King
Denethor,My son! Leave me!,The_Return_of_the_King
Gollum,Careful master! Careful. Very far to fall. Very dangerous are the stairs. Come master. Come to Smeagol.,The_Return_of_the_King
Sam,Mr. Frodo! Get back you! Don't touch him.,The_Return_of_the_King
Gollum,"Why does he hates poor Smeagol? What has Smeagol ever done to him? Master? Master carries a heavy burden Smeagol knows, heavy heavy burden. Fat one cannot know. He wants it. He needs it. Smeagol sees it in his eye. Very soon he will ask you for it. You will see. The fat one will take it from you!",The_Return_of_the_King
Witch_King,Send forth all legions. Do not stop the attack until the city is taken.,The_Return_of_the_King
Smeagol,"But the fat Hobbit, he knows. Eyes always watching.",The_Two_Towers
Gollum,Then we stabs them out. Put out his eyeses and make him crawl.,The_Two_Towers
Smeagol,Yes. Yes. Yes.,The_Two_Towers
Gollum,Kill them both.,The_Two_Towers
Smeagol,Yes. No! No! t's too risky. It's too risky.,The_Two_Towers
Sam,"Where is he? Where has he gone? Hey, Gollum! Where are you?",The_Two_Towers
Frodo,Smeagol?,The_Two_Towers
Gollum,We could let do it.,The_Two_Towers
Smeagol,Yes. She could do it.,The_Two_Towers
Gollum,"Yes, precious, she could. And then we takes it once they're dead.",The_Two_Towers
Smeagol,"Once they're dead. Ssssssssssssssh! Come on, Hobbits. Long ways to go yet. Smeagol will show you the way.",The_Two_Towers
Eomer,Stay out of the forest! Keep away from the trees!,The_Two_Towers
Legolas,Final count. . . . . 42.,The_Two_Towers
Gimli,Forty-two? That's not bad for a pointy-eared Elvish princeling. I myself am sitting pretty on 43.,The_Two_Towers
Legolas,Forty-three.,The_Two_Towers
Gimli,He was already dead.,The_Two_Towers
Witch_King,Slay them all!,The_Return_of_the_King
Gothmog,What of the wizard?,The_Return_of_the_King
Witch_King,I will break him.,The_Return_of_the_King
Soldier_1,Where are Theoden's riders?,The_Return_of_the_King
Soldier_2,Will Rohan's army come? Mithrandir?,The_Return_of_the_King
Gandalf,Courage is the best defence that you have now.,The_Return_of_the_King
Gollum,Follow me.,The_Two_Towers
Legolas,He was twitching.,The_Two_Towers
Gimli,He was twitching. . . . . . because he's got my axeembedded in his nervous system!,The_Two_Towers
Merry,"He doesn't look too happy, does he?",The_Two_Towers
Pippin,"Not too happy at all, Merry.",The_Two_Towers
Merry,"Still, I suppose the view would be quite nice from up there.",The_Two_Towers
Pippin,"Oh, yes. It's a quality establishment. I hear the staff are very good. What are you doing?",The_Two_Towers
Merry,"Nothing. The world's back to normal, that's all.",The_Two_Towers
Pippin,"No, it isn't. I'm starving.",The_Two_Towers
Merry,Good luck trying to find something decent around here. Probably only dead rats and mouldy bread. Saruman's storeroom!,The_Two_Towers
Pippin,I don't believe it.,The_Two_Towers
Merry,It can't be.,The_Two_Towers
Pippin,It is!,The_Two_Towers
Merry,Longbottom Leaf. The finest pipe-weed in South Farthing.,The_Two_Towers
Pippin,It's perfect. One barrel each. Wait. Do you think we should share it with Treebeard?,The_Two_Towers
Merry,Share it? No. No. Dead plant and all that. Don't think he'd understand. Could be a distant relative.,The_Two_Towers
Pippin,I get it. Don't be hasty.,The_Two_Towers
Merry,Exactly. Bar-hrum.,The_Two_Towers
Faramir,This is the old sewer. Runs right under the river through to the edge of the city. You'll find cover in the woods there.,The_Two_Towers
